SE,Name,Lines,Stars
S04E05,monica,"Just be yourself. But, not too much.",8.4
S04E05,chandler,Wish me luck.,8.4
S04E05,ross,Good luck!,8.4
S04E05,chandler,"Wish it!  Hi. Hi, I-I was just sitting over there, and uhh, Chandler. My name is Chandler. Did I say that?",8.4
S04E05,chandler,"Uh Kathy, with K or a C?",8.4
S04E05,chandler,Oh-oh-hey!,8.4
S04E05,chandler,"Hey, come on, give me a break, I'm out on a limb here.",8.4
S04E05,joey,Hey!,8.4
S04E05,chandler,"Hey! Hey, hey-hey, hey.",8.4
S04E05,joey,"Hey, I see you guys already met, huh?",8.4
S04E05,chandler,"Yes-yes, I was just trying to figure out a way to uh, demonstrate how I could get my exceptionally large feet into my even bigger mouth.",8.4
S04E05,joey,Didn't I tell ya? Always showin' off.,8.4
S04E05,phoebe,"Before I start, I just wanna say that umm, I have a cold, so if I sneeze in the middle of song, it's not on purpose. Oh, except the last verse of Pepper People.  Hey Gunther, be a good little boy and bring me a whiskey.",8.4
S04E05,chandler,Hi!,8.4
S04E05,chandler,"Jeez, at 2:30 in the morning, I didn't expect to have to fight over the remote.",8.4
S04E05,chandler,Oh my God! That's why I got up too!,8.4
S04E05,chandler,"Hey, listen, I'm sorry about this afternoon, y'know, if I would've known you guys were... I never would've...",8.4
S04E05,chandler,"So ah, Joey tells me you two met in acting class.",8.4
S04E05,chandler,"That's a good thing actually, because ah, he used to have me rehearse with him.",8.4
S04E05,chandler,Is it on?,8.4
S04E05,chandler,Hey!,8.4
S04E05,chandler,Oh! It's on! It's on!,8.4
S04E05,chandler,There we go little fella.,8.4
S04E05,chandler,Well the duck can swim.,8.4
S04E05,phoebe,"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",8.4
S04E05,monica,That cold makes you sound so great.,8.4
S04E05,phoebe,"It's fun, God I love how sexy I am.",8.4
S04E05,joey,"Oh, Kath, we should get going. We're going to by hamsters.",8.4
S04E05,rachel,"Well, have fun!",8.4
S04E05,phoebe,"Well, I think it's great that the medical community is finally trying to help sick hamsters.",8.4
S04E05,monica,"Y'know what, I like Kathy.",8.4
S04E05,chandler,"Oh yeah, me too, she's so cool and pretty.",8.4
S04E05,rachel,"Yeah, she's...",8.4
S04E05,chandler,"She's smart and funny, y'know? We were up all last night talking, she said the funniest thing about--what?",8.4
S04E05,rachel,You love her.,8.4
S04E05,chandler,"No, I don't.",8.4
S04E05,phoebe,"Yes, you do. Chandler loves Kathy.",8.4
S04E05,ross,"Come on, Pheebs lay off him.",8.4
S04E05,chandler,"Thank you, Ross.",8.4
S04E05,ross,"Yeah, he's a little sensitive right now, `cause he's so in love.",8.4
S04E05,chandler,All right.,8.4
S04E05,chandler,All right.,8.4
S04E05,monica,NA,8.4
S04E05,phoebe,"So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me.",8.4
S04E05,monica,"Oh umm, how about your mom dying, or having to live on the streets when you were 14?",8.4
S04E05,phoebe,"Uh-huh. Oh, yeah, I could write about the time my hair did that \Woo-hoo\"" thing.""",8.4
S04E05,ross,Hey!,8.4
S04E05,monica,Hey!,8.4
S04E05,phoebe,Hey.,8.4
S04E05,ross,So I'm going over to Amanda's tonight!,8.4
S04E05,monica,Rachel's not here.,8.4
S04E05,ross,Oh.,8.4
S04E05,monica,How's it going with her?,8.4
S04E05,ross,"Great, actually. I'm thinking tonight, maybe the night. Yeah, I mean ah, the kids are gonna play together and then when they're asleep, I'm thinking Amanda and I break open a bottle of wine, and do a little \playing\"" ourselves.""",8.4
S04E05,rachel,"Hi guys! This is Josh. Josh, these are my friends, and that's Ross.",8.4
S04E05,monica,"Hi, Josh.",8.4
S04E05,phoebe,Hi.,8.4
S04E05,monica,"So, did you play in college?",8.4
S04E05,rachel,"Ross, didn't you ah, play soccer in High School? Oh no wait, that's right. You just organized their game schedules on your Commodore 64.",8.4
S04E05,rachel,Okay.  I'll miss you.,8.4
S04E05,phoebe,"Wow, cute one!",8.4
S04E05,monica,Very!,8.4
S04E05,rachel,"I know, isn't he great? It's so nice to finally be in a fun relationship, y'know? There's nothing boring about him, and ah, I bet he's never set foot in a museum.",8.4
S04E05,ross,"Well maybe he'll get to go soon, like on a class trip or something.",8.4
S04E05,rachel,"Y'know what else is really great about him, oh, what is the word for the adult that doesn't have dinosaur toys in their bedroom?",8.4
S04E05,ross,Oh!,8.4
S04E05,rachel,What was that?,8.4
S04E05,ross,Monica knows.,8.4
S04E05,monica,"It's this dumb thing that Ross made up `cause he was trying to fool our parents. It's a way of giving the finger, without actually having to give it. I remember I cried the night you made it up, `cause it was the first time that I realized that I was actually cooler than my older brother.",8.4
S04E05,ross,"Well, I'm gonna go get ready,  for my date tonight, so ah, I'll just_ head.",8.4
S04E05,phoebe,"Yeah, I should go to, `cause I'm playing in one hour. Hey,  My sticky shoes--eww! Eww! I lost my sexy phlegm!",8.4
S04E05,ross,Hi!,8.4
S04E05,ross,Wow! You-you look great!,8.4
S04E05,ross,Hey Tommy.,8.4
S04E05,ross,"Oh no-no-no, it's my pleasure.",8.4
S04E05,ross,What?,8.4
S04E05,ross,I-I-I...,8.4
S04E05,ross,Who wants to make some long distance calls?,8.4
S04E05,chandler,Kathy! Kathy! Hi!! Kathy! Kathy!  Kathy.,8.4
S04E05,chandler,"Oh, I just wanted to say, \Hey!\""",8.4
S04E05,chandler,Okay.,8.4
S04E05,monica,Oh come on! You're making it sound worse than it actually was.,8.4
S04E05,ross,Her date tipped me ten dollars.,8.4
S04E05,ross,"Pheebs, what are you doing?",8.4
S04E05,phoebe,"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",8.4
S04E05,monica,"Phoebe, you'll catch pneumonia.",8.4
S04E05,chandler,Okay. You were right. I'm in love with Joey's girlfriend.,8.4
S04E05,phoebe,What?!,8.4
S04E05,ross,Are you serious?,8.4
S04E05,phoebe,"Well, how-how-how is that possible? You barely know her!",8.4
S04E05,chandler,"I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person.  No you're not Chandler! We still love you Chandler!",8.4
S04E05,monica,"Oh gosh, Phoebe, I think I caught your cold.",8.4
S04E05,phoebe,You mean you stole it!  Don't cover your mouth when you do that!,8.4
S04E05,joey,Hey.,8.4
S04E05,chandler,Really?!,8.4
S04E05,joey,"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",8.4
S04E05,chandler,Right in there!,8.4
S04E05,chandler,"99...100! Ready or not, here I come!  All right, let's go over the concept one more time.",8.4
S04E05,joey,Hey!,8.4
S04E05,chandler,Hey!,8.4
S04E05,joey,"Hey guys.  Listen uh, you wanna get some dinner with me and Kathy tonight?",8.4
S04E05,chandler,"Ohh, umm, y'know what, I already ate.",8.4
S04E05,joey,It's 4:30.,8.4
S04E05,chandler,"Y'know I had a big meal on Monday, y'know. So that's just gonna get me straight through the week.",8.4
S04E05,joey,"Okay, I see what's going on here.",8.4
S04E05,chandler,You-you do?,8.4
S04E05,joey,Yeah! You don't like Kathy.,8.4
S04E05,chandler,You got me.,8.4
S04E05,joey,"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?",8.4
S04E05,chandler,Yeah. Right.,8.4
S04E05,joey,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",8.4
S04E05,chandler,Okay.,8.4
S04E05,monica,Ross isn't here.,8.4
S04E05,rachel,Oh.  Stop it!,8.4
S04E05,rachel,Yeah!  Ohhh!,8.4
S04E05,monica,What?,8.4
S04E05,rachel,I think he's stealing from me.,8.4
S04E05,monica,Why?,8.4
S04E05,rachel,Because he's stealing from me!,8.4
S04E05,phoebe,"Hey, I just saw Josh, he looks so yummy in your leather jacket.",8.4
S04E05,rachel,Ughh!,8.4
S04E05,phoebe,"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",8.4
S04E05,monica,Thank you so much Phoebe.,8.4
S04E05,phoebe,Sure.,8.4
S04E05,monica,What are you doing with those?!,8.4
S04E05,phoebe,"But, I need your germs! I want my cold back! I miss my sexy voice.",8.4
S04E05,monica,"Sorry, Phoebe.",8.4
S04E05,phoebe,It's okay. How's the soup?,8.4
S04E05,monica,Umm.,8.4
S04E05,monica,Ohhhh!! Gross!!,8.4
S04E05,joey,Is she great or what?,8.4
S04E05,chandler,"Ohh, she's-she's not really my type.",8.4
S04E05,chandler,Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.,8.4
S04E05,chandler,"Uhh, no-no thanks.",8.4
S04E05,chandler,"Listen, I-I'm gonna grab a beer.",8.4
S04E05,joey,What was that?,8.4
S04E05,chandler,What?,8.4
S04E05,joey,Kathy was being really nice and you just walked away. I thought we had a deal.,8.4
S04E05,chandler,"Hey, look, what do you want from me?",8.4
S04E05,joey,"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend.",8.4
S04E05,chandler,I am pretending.,8.4
S04E05,joey,"Well then, do it better!",8.4
S04E05,chandler,"Okay, what do you saw I go over there and say how much I like her?  No-no it'll be good, I can tell her much I've been thinking about her. That I haven't stopped thinking about her since the moment I met her. That I'm so fantastically, over-the-top, wanna-slit-my-own-throat in love with her, that for every minute of every hour of every day I can't believe my own damn bad luck that you met her first!!",8.4
S04E05,joey,"Well, that's pretty good. But you might wanna tone it down a little.",8.4
S04E05,ross,"So uhh, I guess you're not going to mom and dad's tonight?",8.4
S04E05,monica,"No, sorry.",8.4
S04E05,rachel,Well where's Amanda?,8.4
S04E05,monica,"Hey Rach, could you get me some cough drops?",8.4
S04E05,rachel,"I mean y'know, I'm thinking. You could bring her, and you guys could go up to your old room, and not make out.",8.4
S04E05,monica,"Ross, cough drops, please?",8.4
S04E05,ross,At least I know she's not going out with me to get into R rated movies.,8.4
S04E05,rachel,"Why don't you just marry her? Oh no, wait a minute you can't, I'm sorry I forgot, she's not a lesbian.",8.4
S04E05,ross,You see Amanda and I have a very special...,8.4
S04E05,monica,You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,8.4
S04E05,rachel,"Ohh, that is soo sad.",8.4
S04E05,monica,"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",8.4
S04E05,rachel,"Hey, so he stole a couple bucks from me! At least he bought me something with it!",8.4
S04E05,monica,"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",8.4
S04E05,ross,Fine.,8.4
S04E05,rachel,Sorry.,8.4
S04E05,ross,Here.  At least I made ten bucks in my relationship.,8.4
S04E05,rachel,Y'know...,8.4
S04E05,phoebe,Does it even work without my sexy voice?,8.4
S04E05,phoebe,"Gunther, kiss me.",8.4
S04E05,joey,"Now, we're not actually gonna be sleeping in her, but do you mind?",8.4
S04E05,chandler,Can I sleep on your couch?,8.4
S04E05,phoebe,And I'm still waiting for my paper mache man. Thank you my babies.,8.4
S04E05,rachel,Yeah.,8.4
S04E05,rachel,No!,8.4
S04E05,rachel,Okay.,8.4
S04E05,rachel,Okay.,8.4
S04E06,ross,You're welcome for a delicious dinner.,8.5
S04E06,phoebe,Hey what are you guys looking at?,8.5
S04E06,chandler,Ross and the most beautiful girl in the world.,8.5
S04E06,phoebe,"Yeah, come to papa.",8.5
S04E06,ross,I know!,8.5
S04E06,monica,"Probably the only time I'll ever say this, but did you see the ass on her?",8.5
S04E06,chandler,"Where did you, when did you, how did you...  How did you get a girl like that?",8.5
S04E06,rachel,"Yeah, so what is she, like a... like a spokesmodel, or an aerobics instructor, what?",8.5
S04E06,ross,"Actually she's a paleontology doctoral candidate, specializing in the centazoic era.",8.5
S04E06,chandler,"Okay, but that's, like, the easiest era.",8.5
S04E06,ross,"I've seen her at work, but I always figured, ah-huh? But, uh, I made her dinner. We had a great time. And we're going out again tomorrow.",8.5
S04E06,rachel,Well maybe she and her friends are just having a contest to see who can bring home the biggest geek.,8.5
S04E06,ross,Fine by me; hope she wins.,8.5
S04E06,chandler,Hi. You guys have any wrapping paper?,8.5
S04E06,phoebe,Oo! Is it for my birthday present?,8.5
S04E06,chandler,"Phebes, it was your birthday, like, months ago.",8.5
S04E06,phoebe,"Yeah, but remember you said you ordered something special, and it just hasn't come yet?",8.5
S04E06,chandler,"Well, I have a call in about that.",8.5
S04E06,phoebe,'Kay.,8.5
S04E06,chandler,"Actually, this is for Kathy's birthday. It's an early edition of her favorite book.",8.5
S04E06,rachel,"Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!",8.5
S04E06,chandler,"Okay, but don't touch it, because you fingers have destructive oils.",8.5
S04E06,rachel,"Huh. Well, then you'd better keep it away from Ross's hair. So this is pretty rare. How did you get that?",8.5
S04E06,chandler,"Oh, it wasn't a big deal. I just went to a couple of bookstores, talked to a couple of dealers... called a couple of the author's grandchildren.",8.5
S04E06,rachel,"Oh, honey, that's so sweet.",8.5
S04E06,phoebe,"Yeah, and what a great way to say, \I secretly love you",8.5
S04E06,chandler,It doesn't say that. Does it?,8.5
S04E06,ross,How do you think it's gonna look when you get her something incredibly meaningful and expensive and her boyfriend Joey gives her an orange?,8.5
S04E06,chandler,"Okay, all right, I'll just uh, make sure that uh, Joey gets her something really great.",8.5
S04E06,phoebe,It's gotta be better than that book. Oo! Like a crossbow!,8.5
S04E06,monica,I just had to turn down a job catering a funeral for sixty people.,8.5
S04E06,rachel,Oh my God! What happened?,8.5
S04E06,monica,Sixty guests.,8.5
S04E06,ross,"So, uh, why did you have to turn it down?",8.5
S04E06,monica,Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.,8.5
S04E06,phoebe,"Wow, what is with all the negativity? You sound like Monican't , not Monican...  ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?",8.5
S04E06,monica,I don't know.,8.5
S04E06,phoebe,"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!",8.5
S04E06,monica,Really? Cause I'd need like $500 for all the food and the supplies and stuff.,8.5
S04E06,phoebe,"Okay! It's worth it, if it will get you moving. You haven't worked in months.",8.5
S04E06,monica,"Well, you're not working either.",8.5
S04E06,phoebe,"Yes, but I'm doing this.",8.5
S04E06,monica,"Yeah, that'd be great! Thank you!",8.5
S04E06,joey,Hey!,8.5
S04E06,joey,Why?,8.5
S04E06,joey,You can pee here!,8.5
S04E06,chandler,"It's okay, the duck's using our bathroom anyway.  Hey Joe! What are you getting Kathy for her birthday?",8.5
S04E06,joey,"We've only been going out for a couple of weeks, do you think I gotta get her something?",8.5
S04E06,rachel,"Yes, you have to get her something, and it should be something really nice.",8.5
S04E06,joey,"Oh, I know...",8.5
S04E06,rachel,"And not one of your coupons for an hour of \Joey Love.\""",8.5
S04E06,phoebe,"Ooo, a crossword! Can I help?",8.5
S04E06,rachel,"No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help.",8.5
S04E06,phoebe,Fine. But you can't help me develop my new universal language.,8.5
S04E06,monica,Hey!,8.5
S04E06,rachel,"Hey, how'd it go?",8.5
S04E06,monica,"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrow—the dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!",8.5
S04E06,phoebe,Mon! I'm so happy for you!,8.5
S04E06,monica,"Thanks. Like, check out my new catering stuff.  Look at this! I'm an omelet station! Omelet? Made to order!",8.5
S04E06,phoebe,"I'll have one, please. Plus my money.",8.5
S04E06,monica,"Oh. Well, I didn't realize that you needed it back right away. I mean, you told me to go and be a caterer. So I went. I beed. I mean, I... I used it to buy all this stuff. But look—I've got another job tomorrow, so I'll pay you back with the money I make from that.",8.5
S04E06,phoebe,"Oh. Okay. Oo, sorry I acted like a bank.",8.5
S04E06,monica,Okay.,8.5
S04E06,ross,Huh...,8.5
S04E06,ross,Did homo-erectus hunt with wooden tools?,8.5
S04E06,ross,Mitzi is.....,8.5
S04E06,ross,"...do you have any, um, Cinnamon Fruit Toasties?",8.5
S04E06,ross,"Well, I do! Why don't we go back to my place, light a couple of candles, break open a box of Cinnamon Fruit Toasties, uh...",8.5
S04E06,ross,"Oh, yeah, why not?",8.5
S04E06,monica,"Oh, is everything in the car?",8.5
S04E06,phoebe,Yes. Did you settle the bill?,8.5
S04E06,monica,No. I hate this part.,8.5
S04E06,phoebe,"Oh, look what we almost left.",8.5
S04E06,monica,"No, that's not mine.",8.5
S04E06,phoebe,"Oh, all right. Oh! Look what we almost took!",8.5
S04E06,monica,"Excuse me, Mrs. Burkart? Well, we're all cleaned up in the kitchen.",8.5
S04E06,monica,"Um, and, well there's the.. the the small matter of...",8.5
S04E06,monica,Just the matter of ...payment?,8.5
S04E06,rachel,You know what we should all do? Go see a musical.,8.5
S04E06,chandler,Sure...,8.5
S04E06,rachel,And you know which one we should see? The 1996 Tony award winner. Do you happen to know the name of that one?,8.5
S04E06,chandler,"I don't know... um, Grease?",8.5
S04E06,rachel,No....,8.5
S04E06,chandler,Rent?,8.5
S04E06,rachel,Yes! Rent!,8.5
S04E06,chandler,"Okay, so when do you want to go?",8.5
S04E06,rachel,"What? Oh, I'm sorry, I can't, I'm busy.",8.5
S04E06,joey,"Hey. Man, it is so hard to shop for girls.",8.5
S04E06,chandler,"Yes, it is, at Office Max.",8.5
S04E06,rachel,What did you get her?,8.5
S04E06,chandler,A pen.,8.5
S04E06,joey,It's two gifts in one. It's a pen that's also a clock! Huh?,8.5
S04E06,chandler,Huh-huh! You can't give her that.,8.5
S04E06,joey,Why not?,8.5
S04E06,chandler,Because she's not eleven! And it's not the seventh night of Hanukkah!,8.5
S04E06,rachel,"Okay, honey, what he means by that, is ...while this is a very nice gift, maybe it's just not something a boyfriend gives?",8.5
S04E06,joey,"Sure it is! She needs a pen for work, she's writing, she turns it over.... \Whoa! It's time for my date with Joey!\""",8.5
S04E06,chandler,"All right, look, look. What did... what did you get for Angela Delveccio for her birthday?",8.5
S04E06,joey,She didn't have a birthday while we were going out.,8.5
S04E06,chandler,For three years?,8.5
S04E06,joey,"Look, it's too late, and I got an audition. I can't shop anymore! I...",8.5
S04E06,chandler,"All right. I will go out and I will try to find something for her, okay?",8.5
S04E06,joey,"Thanks, man. And oh, while you're at it, could you get her a card?",8.5
S04E06,chandler,Would you like me to write her a little poem as well?,8.5
S04E06,joey,Or... just get a card that has a poem already in it.,8.5
S04E06,phoebe,"But Mon, you have to get our money!",8.5
S04E06,monica,"Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant.",8.5
S04E06,phoebe,"I know, it's tough. You know what the first thing I did after my mother's funeral was?",8.5
S04E06,monica,What?,8.5
S04E06,phoebe,"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, \that massage wasn't long enough",8.5
S04E06,monica,Okay. So what do you.... you think she's faking?,8.5
S04E06,phoebe,"Well, it seems like there weren't any tears 'til you showed her the bill.",8.5
S04E06,monica,"Phoebe, she sounded pretty upset to me.",8.5
S04E06,phoebe,She seems fine now.,8.5
S04E06,joey,"So, you just left? Her place was really that bad?",8.5
S04E06,ross,You know how you throw your jacket on a chair at the end of the day?,8.5
S04E06,joey,Yeah.,8.5
S04E06,ross,"Well, like that, only instead of a chair, it's a pile of garbage. And instead of a jacket, it's a pile of garbage. And instead of the end of the day, it's the end of time, and garbage is all that has survived!  Here.",8.5
S04E06,joey,"Wow. Thanks. So, uh, what happened?",8.5
S04E06,ross,What do you mean? Nothing happened! I had to get out of there.,8.5
S04E06,joey,"All right, so... next time, you take her to your place.",8.5
S04E06,ross,"No, I tried that. She says it has a weird smell.",8.5
S04E06,joey,What kind of smell?,8.5
S04E06,ross,I don't know. Soap?,8.5
S04E06,joey,"All right, listen, Ross... you like this girl, right?",8.5
S04E06,ross,Yeah.,8.5
S04E06,joey,"You wanna see her again, right?",8.5
S04E06,ross,Yeah.,8.5
S04E06,joey,So you're gonna have to do it in the mess!,8.5
S04E06,ross,"Yeah, okay you're right.",8.5
S04E06,joey,Yeah.,8.5
S04E06,ross,"I mean, uh, who... who cares about a little sloppiness?",8.5
S04E06,joey,Yeah!,8.5
S04E06,ross,"It's, uh... it's endearing, really.",8.5
S04E06,joey,All right! Now you go get that beautiful pig!  Oink!,8.5
S04E06,chandler,"Okay, all right. I just spent the entire afternoon looking for a present for Kathy that would be better than the rabbit.",8.5
S04E06,rachel,Any luck?,8.5
S04E06,chandler,"Oh, yeah. Yeah, I found this great place called \Invisible things for Kathy.\""  Can you give me a hand with all this stuff?""",8.5
S04E06,rachel,"All right, look. Why don't you just return the book, let Joey give her the clock pen, and you give her something worse than that. Like... a regular pen.",8.5
S04E06,chandler,"She's really going to love this, you know? The bottom line is I want her to have it, even if I don't get to be the one who gives it to her.",8.5
S04E06,rachel,"Aw, honey, that's so sweet.",8.5
S04E06,chandler,Yeah? You don't think it's just pathetic?,8.5
S04E06,rachel,Oh! Pathetic!,8.5
S04E06,joey,Hey! I'm meeting Kathy in ten minutes! I've been looking all over for you!,8.5
S04E06,chandler,Where?,8.5
S04E06,joey,"Our place, the hall! I...",8.5
S04E06,chandler,I got something for her.  It's a book!,8.5
S04E06,joey,Is it like a book that's also a safe?,8.5
S04E06,chandler,"No, it's a book that's just a book, okay? It's an early edition of the Velveteen Rabbit. It was her favorite book as a kid. So, uh, just... let me know if she likes it, okay?",8.5
S04E06,joey,"You got it. Thanks man. Thanks for doing this, I owe you one.  Oh, hey! There wasn't any change from that twenty, was there?",8.5
S04E06,chandler,"No, it came out to an even twenty.",8.5
S04E06,joey,Wow. That's almost as much as a new book.,8.5
S04E06,phoebe,"You didn't get the money, did you?",8.5
S04E06,monica,"Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!",8.5
S04E06,phoebe,"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough!  Hey, widow?",8.5
S04E06,phoebe,"Okay, Widow!",8.5
S04E06,phoebe,"Excuse me. Excuse me!  Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go.",8.5
S04E06,phoebe,Good.,8.5
S04E06,monica,I'm gonna leave some cards here. Please think of us for you next event.,8.5
S04E06,ross,NA,8.5
S04E06,ross,Department of Sanitation?,8.5
S04E06,ross,Oh!,8.5
S04E06,ross,"Ah, Cheryl!",8.5
S04E06,ross,"Oh my god! I'm so sorry, Cheryl. I must have freaked out.",8.5
S04E06,rachel,I did it! Oh! I finished it! I did it all by myself! And there's nobody to hug!,8.5
S04E06,rachel,"Hey! Hey, you guys, I finished the crossword all by myself! Hug me!",8.5
S04E06,phoebe,Uh... yay!,8.5
S04E06,rachel,Thanks!,8.5
S04E06,monica,"Oh, that's great! Congratulations!",8.5
S04E06,rachel,"Thank you! Hey, how'd the catering go?",8.5
S04E06,monica,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did.",8.5
S04E06,phoebe,Yeah. I'm a hard ass.,8.5
S04E06,monica,And I'm a wuss. And we should be partners.,8.5
S04E06,phoebe,Yeah. Hard Ass and Wuss. We could fight crime!,8.5
S04E06,monica,"Wait a minute, Phoebe! We should be partners. We should be catering partners. I mean, think about it! You're not working right now, and we have such a great time together!",8.5
S04E06,phoebe,Okay!,8.5
S04E06,monica,I can cook and you can take care of the money.,8.5
S04E06,phoebe,Yeah. Oh! It'll be like I have a wife in the fifties!,8.5
S04E06,joey,Hey!,8.5
S04E06,chandler,"Hey, how'd it go? How'd she like the gift?",8.5
S04E06,joey,"Oh, man, she loved it! She's over there showing Monica and Rachel right now.",8.5
S04E06,chandler,Oh yeah? That's great!,8.5
S04E06,joey,"Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!",8.5
S04E06,chandler,"[nodding, with mixed feelings] Aahhuuhhh....",8.5
S04E06,joey,Hey!,8.5
S04E06,chandler,Hey! Happy birthday.,8.5
S04E06,joey,"You know, uh... [Joey moves the pen case out onto the counter.] Chandler got you a gift, too.",8.5
S04E06,chandler,No he didn't. [Moving it back.],8.5
S04E06,joey,"Yeah, he did, look... look, it's right there on the counter! Ha-ho-ho!",8.5
S04E06,chandler,Happy birthday! I'm sorry.,8.5
S04E06,chandler,"See, you think it's just a pen, but then you turn it over and it's also a clock.",8.5
S04E06,chandler,"Oh, yeah... yeah.",8.5
S04E06,joey,Ah. Hm.  Wanna go to bed?,8.5
S04E06,joey,"Oh, uh... don't forget your coupon. .",8.5
S04E06,chandler,[to Kathy] Goodnight.,8.5
S04E06,chandler,"Oh, uh, yeah... I just knew that sometimes when you're writing, you... you don't always know the exact time.",8.5
S04E06,chandler,"Uh, the book?",8.5
S04E06,chandler,What do you mean?,8.5
S04E06,chandler,"Uhl..ell. By the way, in case you missed that, that sound was, \Uhl",8.5
S04E06,chandler,"Oh, yeah, he's my... he's my best friend.",8.5
S04E06,chandler,Goodnight.,8.5
S04E06,joey,"Hey, that coupon expires, you know.",8.5
S04E06,monica,"Hi. Uh, you... you don't know me, I'm Monica Geller... Ross's sister.",8.5
S04E06,monica,"Yeah. Anyway, he told me about your apartment. And, um, I couldn't sleep, thinking about it. So, uh, would it be okay if I cleaned it?",8.5
S04E06,monica,No?,8.5
S04E07,chandler,I just walked in the bathroom and saw Kathy naked! It was like torture!,8.7
S04E07,ross,"Y'know if we ever go to war and you’re captured, you’re in for a big surprise.",8.7
S04E07,chandler,"It just keeps getting worse and worse! Y'know? I mean it’s bad enough that I’m in love with my roommates girlfriend—which by the way, I think she knows. Because every time we’re in the room together there’s this weird like energy between us. And call me crazy, but I think she likes me too. And now I have seen her naked. I mean at least when I’ve seen her with clothes on, I could imagine her body was like covered in boles or something. But there are no boles, she’s smooth! Smooth!",8.7
S04E07,phoebe,Wow! Could everyone totally see up his robe?,8.7
S04E07,joey,"Great! All right, so I’ll call you later.",8.7
S04E07,chandler,Hey-Hey-Hey! Who was that?,8.7
S04E07,joey,That would be Casey. We’re going out tonight.,8.7
S04E07,chandler,"Goin’ out, huh? Wow! Wow!  So things didn’t work out with Kathy, huh? Bummer.",8.7
S04E07,joey,"No, things are fine with Kathy. I’m having a late dinner with her tonight, right after my early dinner with Casey.",8.7
S04E07,chandler,What?,8.7
S04E07,joey,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,8.7
S04E07,chandler,Wait! You’re going out with Kathy!,8.7
S04E07,joey,Yeah. Why are you getting so upset?,8.7
S04E07,chandler,"Well, I’m upset—for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",8.7
S04E07,joey,What is the big deal? It’s not like we’re exclusive.,8.7
S04E07,chandler,"Look, Joey, Kathy is clearly not fulfilling your emotional needs. But Casey, I mean granted I only saw the back of her head, but I got this sense that she’s-she’s smart, and funny, and gets you.",8.7
S04E07,joey,You got all that from the back of her head?,8.7
S04E07,chandler,"All right look, I think it’s time for you to settle down. Y'know? Make a choice, pick a lane.",8.7
S04E07,joey,Who’s Elaine?,8.7
S04E07,phoebe,\Little,8.7
S04E07,ross,"Oh, you could just go uh, \greatest of ease…  BAH-bah-bha-bhannn.\"" Then go right into it.""",8.7
S04E07,phoebe,"Yeah, ooh, I like that! Yeah. Wait! How do you know about ‘bah-bah-bha-bhan?’",8.7
S04E07,ross,"Well umm, y’know, I used to play.",8.7
S04E07,phoebe,"Oh yeah, that’s right, the keyboards, huh?",8.7
S04E07,ross,"Yeah, just a little in high school, but then I really got into it in college. I mean that’s-that’s when I really found my sound.",8.7
S04E07,monica,"Oh God! Orange juice just came out of my nose, but it was totally worth it. Oh my God, I completely forgot about your sound.",8.7
